spec,error,class,className,method
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_01,CWE327_Use_Broken_Crypto__DES_01,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_02,CWE327_Use_Broken_Crypto__DES_02,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_03,CWE327_Use_Broken_Crypto__DES_03,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_04,CWE327_Use_Broken_Crypto__DES_04,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_05,CWE327_Use_Broken_Crypto__DES_05,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_06,CWE327_Use_Broken_Crypto__DES_06,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_07,CWE327_Use_Broken_Crypto__DES_07,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_08,CWE327_Use_Broken_Crypto__DES_08,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_09,CWE327_Use_Broken_Crypto__DES_09,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_10,CWE327_Use_Broken_Crypto__DES_10,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_11,CWE327_Use_Broken_Crypto__DES_11,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_12,CWE327_Use_Broken_Crypto__DES_12,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_13,CWE327_Use_Broken_Crypto__DES_13,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_14,CWE327_Use_Broken_Crypto__DES_14,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_15,CWE327_Use_Broken_Crypto__DES_15,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_16,CWE327_Use_Broken_Crypto__DES_16,-
1,Found: "DES",CWE327_Use_Broken_Crypto__DES_17,CWE327_Use_Broken_Crypto__DES_17,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_01,CWE327_Use_Broken_Crypto__3DES_01,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_02,CWE327_Use_Broken_Crypto__3DES_02,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_03,CWE327_Use_Broken_Crypto__3DES_03,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_04,CWE327_Use_Broken_Crypto__3DES_04,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_05,CWE327_Use_Broken_Crypto__3DES_05,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_06,CWE327_Use_Broken_Crypto__3DES_06,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_07,CWE327_Use_Broken_Crypto__3DES_07,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_08,CWE327_Use_Broken_Crypto__3DES_08,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_09,CWE327_Use_Broken_Crypto__3DES_09,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_10,CWE327_Use_Broken_Crypto__3DES_10,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_11,CWE327_Use_Broken_Crypto__3DES_11,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_12,CWE327_Use_Broken_Crypto__3DES_12,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_13,CWE327_Use_Broken_Crypto__3DES_13,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_14,CWE327_Use_Broken_Crypto__3DES_14,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_15,CWE327_Use_Broken_Crypto__3DES_15,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_16,CWE327_Use_Broken_Crypto__3DES_16,-
1,Found: "DESede",CWE327_Use_Broken_Crypto__3DES_17,CWE327_Use_Broken_Crypto__3DES_17,-
13,Found: Untrused PRNG (java.util.Random),IO,IO,-
2,Found: "MD2",CWE328_Reversible_One_Way_Hash__MD2_01,CWE328_Reversible_One_Way_Hash__MD2_01,-
2,Found: "MD2",CWE328_Reversible_One_Way_Hash__MD2_02,CWE328_Reversible_One_Way_Hash__MD2_02,-
2,Found: "MD2",CWE328_Reversible_One_Way_Hash__MD2_03,CWE328_Reversible_One_Way_Hash__MD2_03,-
2,Found: "MD2",CWE328_Reversible_One_Way_Hash__MD2_04,CWE328_Reversible_One_Way_Hash__MD2_04,-
2,Found: "MD2",CWE328_Reversible_One_Way_Hash__MD2_05,CWE328_Reversible_One_Way_Hash__MD2_05,-
2,Found: "MD2",CWE328_Reversible_One_Way_Hash__MD2_06,CWE328_Reversible_One_Way_Hash__MD2_06,-
2,Found: "MD2",CWE328_Reversible_One_Way_Hash__MD2_07,CWE328_Reversible_One_Way_Hash__MD2_07,-
