spec,error,class,className,method
MessageDigestSpec,"First parameter (with value 'SHA') should be any of {SHA-256, SHA-384, SHA-512}. ConstraintError violating CrySL rule for java.security.MessageDigest.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,startHash
MessageDigestSpec,"Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte). TypestateError violating CrySL rule for java.security.MessageDigest.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getHashValue
CipherSpec,"Operation on object of type javax.crypto.Cipher object not completed. Expected call to update, wrap, doFinal. IncompleteOperationError violating CrySL rule for javax.crypto.Cipher.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
CipherOutputStreamSpec,"Unexpected call to method close on object of type javax.crypto.CipherOutputStream. Expect a call to one of the following methods write. TypestateError violating CrySL rule for javax.crypto.CipherOutputStream.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt
CipherSpec,"Operation on object of type javax.crypto.Cipher object not completed. Expected call to update, wrap, doFinal. IncompleteOperationError violating CrySL rule for javax.crypto.Cipher.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,encrypt
CipherSpec,"Operation on object of type javax.crypto.Cipher object not completed. Expected call to update, wrap, doFinal. IncompleteOperationError violating CrySL rule for javax.crypto.Cipher.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt
CipherInputStreamSpec,"Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read. IncompleteOperationError violating CrySL rule for javax.crypto.CipherInputStream.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,decrypt
SecretKeySpecSpec,"First parameter was not properly generated as prepared Key Material. RequiredPredicateError violating CrySL rule for javax.crypto.spec.SecretKeySpec.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
PBEKeySpecSpec,"Third parameter (with value 1024)Variable iterationCountmust be  at least 10000. ConstraintError violating CrySL rule for javax.crypto.spec.PBEKeySpec.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
PBEKeySpecSpec,"Second parameter was not properly generated as randomized. RequiredPredicateError violating CrySL rule for javax.crypto.spec.PBEKeySpec.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
SecretKeyFactorySpec,"First parameter (with value 'PBKDF2WithHmacSHA1') should be any of {PBKDF2WithHmacSHA512, PBKDF2WithHmacSHA384, PBKDF2WithHmacSHA256, PBKDF2WithHmacSHA224, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}. ConstraintError violating CrySL rule for javax.crypto.SecretKeyFactory.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
PBEKeySpecSpec,"First parameter should never be of type java.lang.String.. NeverTypeOfError violating CrySL rule for javax.crypto.spec.PBEKeySpec.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
SecretKeyFactorySpec,"First parameter was not properly generated as specced Key. RequiredPredicateError violating CrySL rule for javax.crypto.SecretKeyFactory.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
PBEKeySpecSpec,"Operation on object of type javax.crypto.spec.PBEKeySpec object not completed. Expected call to clearPassword. IncompleteOperationError violating CrySL rule for javax.crypto.spec.PBEKeySpec.",org.apache.manifoldcf.core.system.ManifoldCF,ManifoldCF,getCipher
