spec,error,class,className,method
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.aesGCMNoPaddingReplaceDES.CipherExample02,CipherExample02,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.aesGCMNoPaddingReplaceDES.CipherExample02,CipherExample02,-
Cipher,UnsafeAlgorithm: DES,com.minimals.cipher.aesGCMNoPaddingReplaceDES.CipherExample02,CipherExample02,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.KeyToAlgoAES.CipherExample09,CipherExample09,-
Cipher,UnsafeAlgorithm: AES,com.minimals.cipher.KeyToAlgoAES.CipherExample09,CipherExample09,-
Cipher,UnsafeAlgorithm: DES,com.minimals.cipher.KeyToAlgoDES.CipherExample10,CipherExample10,-
Cipher,UnsafeAlgorithm: DES,com.minimals.cipher.stringReplace.CipherExample13,CipherExample13,-
MessageDigest,UnsafeAlgorithm: MD5,com.minimals.md.baseCaseVariable.MD02,MD02,-
MessageDigest,UnsafeAlgorithm: MD5,com.minimals.md.baseCase.MD01,MD01,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.baseCase.CipherExample04,CipherExample04,-
Cipher,UnsafeAlgorithm: AES,com.minimals.cipher.baseCase.CipherExample04,CipherExample04,-
MessageDigest,UnsafeAlgorithm: MD5,com.minimals.md.replaceSHA256DES.MD06,MD06,-
MessageDigest,UnsafeAlgorithm: MD5,com.minimals.md.stringCaseTransformation.MD07,MD07,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.differentCase.CipherExample07,CipherExample07,-
Cipher,UnsafeAlgorithm: des,com.minimals.cipher.differentCase.CipherExample07,CipherExample07,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase.SecureRand01,SecureRand01,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase.SecureRand01,SecureRand01,-
MessageDigest,UnsafeAlgorithm: md5,com.minimals.md.complexCase.MD03,MD03,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.aesGCMNoPadding.CipherExample01,CipherExample01,-
Cipher,UnsafeAlgorithm: AES/GCM/NoPadding,com.minimals.cipher.aesGCMNoPadding.CipherExample01,CipherExample01,-
MessageDigest,UnsafeAlgorithm: MD5,com.minimals.md.interprocedureCase.MD05,MD05,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase_getinstance.SecureRand02,SecureRand02,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase_getinstance.SecureRand02,SecureRand02,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase_getinstance.SecureRand02,SecureRand02,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase_getinstance.SecureRand02,SecureRand02,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.aesStringReplace.CipherExample03,CipherExample03,-
Cipher,UnsafeAlgorithm: DES,com.minimals.cipher.aesStringReplace.CipherExample03,CipherExample03,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.insecureBlowFish.CipherExample08,CipherExample08,-
Cipher,UnsafeAlgorithm: Blowfish/CFB8/NoPadding,com.minimals.cipher.insecureBlowFish.CipherExample08,CipherExample08,-
Cipher,UnsafeAlgorithm: Blowfish/CFB8/NoPadding,com.minimals.cipher.insecureBlowFish.CipherExample08,CipherExample08,-
MessageDigest,UnsafeAlgorithm: md5,com.minimals.md.differentCase.MD04,MD04,-
Cipher,UnsafeAlgorithm: AES,com.minimals.cipher.baseCaseVariable.CipherExample06,CipherExample06,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.baseCaseInterProc.CipherExample05,CipherExample05,-
Cipher,UnsafeAlgorithm: DES,com.minimals.cipher.baseCaseInterProc.CipherExample05,CipherExample05,-
MessageDigest,UnsafeAlgorithm: MD5,com.minimals.md.stringReplace.MD08,MD08,-
Cipher,UnsafeAlgorithm: DES,com.minimals.cipher.stringCaseTransform.CipherExample12,CipherExample12,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.secureBlowFish.CipherExample11,CipherExample11,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.cipher.secureBlowFish.CipherExample11,CipherExample11,-
Cipher,UnsafeAlgorithm: Blowfish/CFB8/NoPadding,com.minimals.cipher.secureBlowFish.CipherExample11,CipherExample11,-
Cipher,UnsafeAlgorithm: Blowfish/CFB8/NoPadding,com.minimals.cipher.secureBlowFish.CipherExample11,CipherExample11,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase_seedconstructor.SecureRand03,SecureRand03,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase_seedconstructor.SecureRand03,SecureRand03,-
MessageDigest,UnsafeAlgorithm: SHA,com.minimals.random.basecase_seedconstructor.SecureRand03,SecureRand03,-
