spec,error,class,className,method
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "AES/ECB/PKCS5Padding",EcbMode1,EcbMode1,-
1,Found: "Blowfish",BrokenCrypto1,BrokenCrypto1,-
1,Found: "Blowfish",BrokenCrypto1,BrokenCrypto1,-
1,Found: "Blowfish",BrokenCrypto1,BrokenCrypto1,-
1,Found: "Blowfish",BrokenCrypto2,BrokenCrypto2,-
1,Found: "Blowfish",BrokenCrypto2,BrokenCrypto2,-
1,Found: "Blowfish",BrokenCrypto2,BrokenCrypto2,-
1,Found: "Blowfish",BrokenCrypto2,BrokenCrypto2,-
1,Found: "Blowfish",BrokenCrypto2,BrokenCrypto2,-
1,Found: "Blowfish",BrokenCrypto2,BrokenCrypto2,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "DES",BrokenCrypto1,BrokenCrypto1,-
1,Found: "RC2",BrokenCrypto1,BrokenCrypto1,-
1,Found: "RC2",BrokenCrypto1,BrokenCrypto1,-
1,Found: "RC2",BrokenCrypto3,BrokenCrypto3,-
1,Found: "RC4",BrokenCrypto1,BrokenCrypto1,-
1,Found: "RC4",BrokenCrypto1,BrokenCrypto1,-
1,Found: "RC4",BrokenCrypto4,BrokenCrypto4,-
1,Found: "RC5",BrokenCrypto5,BrokenCrypto5,-
10,Found: "100",StaticIv1,StaticIv1,-
10,Found: "100",StaticIv1,StaticIv1,-
10,Found: "100",StaticIv1,StaticIv1,-
10,Found: "100",StaticIv1,StaticIv1,-
10,Found: "100",StaticIv2,StaticIv2,-
10,Found: "100",StaticIv2,StaticIv2,-
10,Found: "100",StaticIv2,StaticIv2,-
10,Found: "100",StaticIv2,StaticIv2,-
10,Found: "100",StaticIv2,StaticIv2,-
10,Found: "101",StaticIv1,StaticIv1,-
10,Found: "101",StaticIv1,StaticIv1,-
10,Found: "101",StaticIv1,StaticIv1,-
10,Found: "101",StaticIv1,StaticIv1,-
10,Found: "101",StaticIv2,StaticIv2,-
10,Found: "101",StaticIv2,StaticIv2,-
10,Found: "101",StaticIv2,StaticIv2,-
10,Found: "101",StaticIv2,StaticIv2,-
10,Found: "101",StaticIv2,StaticIv2,-
10,Found: "102",StaticIv1,StaticIv1,-
10,Found: "102",StaticIv1,StaticIv1,-
10,Found: "102",StaticIv1,StaticIv1,-
10,Found: "102",StaticIv1,StaticIv1,-
10,Found: "102",StaticIv2,StaticIv2,-
10,Found: "102",StaticIv2,StaticIv2,-
10,Found: "102",StaticIv2,StaticIv2,-
10,Found: "102",StaticIv2,StaticIv2,-
10,Found: "102",StaticIv2,StaticIv2,-
10,Found: "103",StaticIv1,StaticIv1,-
10,Found: "103",StaticIv1,StaticIv1,-
10,Found: "103",StaticIv1,StaticIv1,-
10,Found: "103",StaticIv1,StaticIv1,-
10,Found: "103",StaticIv2,StaticIv2,-
10,Found: "103",StaticIv2,StaticIv2,-
10,Found: "103",StaticIv2,StaticIv2,-
10,Found: "103",StaticIv2,StaticIv2,-
10,Found: "103",StaticIv2,StaticIv2,-
10,Found: "104",StaticIv1,StaticIv1,-
10,Found: "104",StaticIv1,StaticIv1,-
10,Found: "104",StaticIv1,StaticIv1,-
10,Found: "104",StaticIv1,StaticIv1,-
10,Found: "104",StaticIv2,StaticIv2,-
10,Found: "104",StaticIv2,StaticIv2,-
10,Found: "104",StaticIv2,StaticIv2,-
10,Found: "104",StaticIv2,StaticIv2,-
10,Found: "104",StaticIv2,StaticIv2,-
10,Found: "105",StaticIv1,StaticIv1,-
10,Found: "105",StaticIv1,StaticIv1,-
10,Found: "105",StaticIv1,StaticIv1,-
10,Found: "105",StaticIv1,StaticIv1,-
10,Found: "105",StaticIv2,StaticIv2,-
10,Found: "105",StaticIv2,StaticIv2,-
10,Found: "105",StaticIv2,StaticIv2,-
10,Found: "105",StaticIv2,StaticIv2,-
10,Found: "105",StaticIv2,StaticIv2,-
10,Found: "106",StaticIv1,StaticIv1,-
10,Found: "106",StaticIv1,StaticIv1,-
10,Found: "106",StaticIv1,StaticIv1,-
10,Found: "106",StaticIv1,StaticIv1,-
10,Found: "106",StaticIv2,StaticIv2,-
10,Found: "106",StaticIv2,StaticIv2,-
10,Found: "106",StaticIv2,StaticIv2,-
10,Found: "106",StaticIv2,StaticIv2,-
10,Found: "106",StaticIv2,StaticIv2,-
10,Found: "107",StaticIv1,StaticIv1,-
10,Found: "107",StaticIv1,StaticIv1,-
10,Found: "107",StaticIv1,StaticIv1,-
10,Found: "107",StaticIv1,StaticIv1,-
10,Found: "107",StaticIv2,StaticIv2,-
10,Found: "107",StaticIv2,StaticIv2,-
10,Found: "107",StaticIv2,StaticIv2,-
10,Found: "107",StaticIv2,StaticIv2,-
10,Found: "107",StaticIv2,StaticIv2,-
10,Found: "108",StaticIv1,StaticIv1,-
10,Found: "108",StaticIv1,StaticIv1,-
10,Found: "108",StaticIv1,StaticIv1,-
10,Found: "108",StaticIv1,StaticIv1,-
10,Found: "108",StaticIv2,StaticIv2,-
10,Found: "108",StaticIv2,StaticIv2,-
10,Found: "108",StaticIv2,StaticIv2,-
10,Found: "108",StaticIv2,StaticIv2,-
10,Found: "108",StaticIv2,StaticIv2,-
10,Found: "109",StaticIv1,StaticIv1,-
10,Found: "109",StaticIv1,StaticIv1,-
10,Found: "109",StaticIv1,StaticIv1,-
10,Found: "109",StaticIv1,StaticIv1,-
10,Found: "109",StaticIv2,StaticIv2,-
10,Found: "109",StaticIv2,StaticIv2,-
10,Found: "109",StaticIv2,StaticIv2,-
10,Found: "109",StaticIv2,StaticIv2,-
10,Found: "109",StaticIv2,StaticIv2,-
10,Found: "110",StaticIv1,StaticIv1,-
10,Found: "110",StaticIv1,StaticIv1,-
10,Found: "110",StaticIv1,StaticIv1,-
10,Found: "110",StaticIv1,StaticIv1,-
10,Found: "110",StaticIv2,StaticIv2,-
10,Found: "110",StaticIv2,StaticIv2,-
10,Found: "110",StaticIv2,StaticIv2,-
10,Found: "110",StaticIv2,StaticIv2,-
10,Found: "110",StaticIv2,StaticIv2,-
10,Found: "111",StaticIv1,StaticIv1,-
10,Found: "111",StaticIv1,StaticIv1,-
10,Found: "111",StaticIv1,StaticIv1,-
10,Found: "111",StaticIv1,StaticIv1,-
10,Found: "111",StaticIv2,StaticIv2,-
10,Found: "111",StaticIv2,StaticIv2,-
10,Found: "111",StaticIv2,StaticIv2,-
10,Found: "111",StaticIv2,StaticIv2,-
10,Found: "111",StaticIv2,StaticIv2,-
10,Found: "112",StaticIv1,StaticIv1,-
10,Found: "112",StaticIv1,StaticIv1,-
10,Found: "112",StaticIv1,StaticIv1,-
10,Found: "112",StaticIv1,StaticIv1,-
10,Found: "112",StaticIv2,StaticIv2,-
10,Found: "112",StaticIv2,StaticIv2,-
10,Found: "112",StaticIv2,StaticIv2,-
10,Found: "112",StaticIv2,StaticIv2,-
10,Found: "112",StaticIv2,StaticIv2,-
10,Found: "97",StaticIv1,StaticIv1,-
10,Found: "97",StaticIv1,StaticIv1,-
10,Found: "97",StaticIv1,StaticIv1,-
10,Found: "97",StaticIv1,StaticIv1,-
10,Found: "97",StaticIv2,StaticIv2,-
10,Found: "97",StaticIv2,StaticIv2,-
10,Found: "97",StaticIv2,StaticIv2,-
10,Found: "97",StaticIv2,StaticIv2,-
10,Found: "97",StaticIv2,StaticIv2,-
10,Found: "98",StaticIv1,StaticIv1,-
10,Found: "98",StaticIv1,StaticIv1,-
10,Found: "98",StaticIv1,StaticIv1,-
10,Found: "98",StaticIv1,StaticIv1,-
10,Found: "98",StaticIv2,StaticIv2,-
10,Found: "98",StaticIv2,StaticIv2,-
10,Found: "98",StaticIv2,StaticIv2,-
10,Found: "98",StaticIv2,StaticIv2,-
10,Found: "98",StaticIv2,StaticIv2,-
10,Found: "99",StaticIv1,StaticIv1,-
10,Found: "99",StaticIv1,StaticIv1,-
10,Found: "99",StaticIv1,StaticIv1,-
10,Found: "99",StaticIv1,StaticIv1,-
10,Found: "99",StaticIv2,StaticIv2,-
10,Found: "99",StaticIv2,StaticIv2,-
10,Found: "99",StaticIv2,StaticIv2,-
10,Found: "99",StaticIv2,StaticIv2,-
10,Found: "99",StaticIv2,StaticIv2,-
10,Found: "abcdefghijklmno",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghijklmnop",StaticIv1,StaticIv1,-
10,Found: "abcdefghstuvwxyz",StaticIv1,StaticIv1,-
10,Found: "abcdefghstuvwxyz",StaticIv1,StaticIv1,-
10,Found: "klmnopqrstuvwxyz",StaticIv1,StaticIv1,-
11,Found: "123L",InsecureRandom2,InsecureRandom2,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
13,Found: Untrused PRNG (java.util.Random),InsecureRandom1,InsecureRandom1,-
2,Found: "MD2",BrokenHash1,BrokenHash1,-
2,Found: "MD2",BrokenHash3,BrokenHash3,-
2,Found: "MD4",BrokenHash1,BrokenHash1,-
2,Found: "MD4",BrokenHash1,BrokenHash1,-
2,Found: "MD4",BrokenHash4,BrokenHash4,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "MD5",BrokenHash1,BrokenHash1,-
2,Found: "SHA-1",BrokenHash1,BrokenHash1,-
2,Found: "SHA-1",BrokenHash1,BrokenHash1,-
2,Found: "SHA-1",BrokenHash1,BrokenHash1,-
2,Found: "SHA-1",BrokenHash1,BrokenHash1,-
2,Found: "SHA-1",BrokenHash1,BrokenHash1,-
2,Found: "SHA-1",BrokenHash2,BrokenHash2,-
2,Found: "SHA-1",BrokenHash2,BrokenHash2,-
2,Found: "SHA-1",BrokenHash2,BrokenHash2,-
2,Found: "SHA-1",BrokenHash2,BrokenHash2,-
2,Found: "SHA-1",BrokenHash2,BrokenHash2,-
2,Found: "SHA-1",BrokenHash2,BrokenHash2,-
5,Found: "1024",SmallKeySize1,SmallKeySize1,-
5,Found: "1024",SmallKeySize1,SmallKeySize1,-
5,Found: "1024",SmallKeySize1,SmallKeySize1,-
5,Found: "1024",SmallKeySize1,SmallKeySize1,-
5,Found: "1024",SmallKeySize1,SmallKeySize1,-
5,Found: "1024",SmallKeySize1,SmallKeySize1,-
5,Found: "1024",SmallKeySize2,SmallKeySize2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
8,Found: "10",PBEParameters2,PBEParameters2,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
9,Found: "123",PBEParameters1,PBEParameters1,-
